Find pages you are free to use yourself.	查找可自己随意使用的网页。
Authorship is verified via email addresses.	作者身份已通过电子邮件地址进行验证。
Directions suggest a road that is closed	系统推荐的路线经过一条已封闭的道路
Which language should Google products use?	您希望 Google 产品采用哪种语言？
Use arrow keys to jump between previous and next images	使用箭头键可跳转到上一张或下一张图片
Rolls-Royce Connect username:	劳斯莱斯联系用户名：
This author could be verified through author verification tool.	此作者可以通过作者验证工具进行验证。
Start typing the name of the place here...	开始在此处输入地点名称...
Enter code at checkout	在结算时输入代码
This doesn't replace the advice of your doctor.  HELP_CENTER_LINK_OPENLearn moreHELP_CENTER_LINK_CLOSE about the sources of this information.	这并不能取代医生的建议。HELP_CENTER_LINK_OPEN详细了解HELP_CENTER_LINK_CLOSE此信息的来源。
Cannot verify that rel=author markup has established authorship for this webpage.	无法验证 rel=author 标记是否已确定了此网页的作者身份。
Business you're showing at this address is closed	显示在此地址的商家已停业
See all movies for this theater	查看该影院放映的所有电影
These pages should be useful.	这些网页可能会对您有所帮助。
Accurate location isn't available	无法获取准确的位置信息
List of treatments and specialists	疗法和专家列表
Sign in with your Google AccountBREAKto try the new Google Maps.	必须使用您的 Google 帐户登录BREAK才可试用新版 Google 地图。
Please upgrade your firmware via Samsung Kies.	请通过三星 Kies 升级您的固件。
Couldn't save the image. Please check your Internet connection.	无法保存图片，请检查您的互联网连接是否正常。
One of the road names is wrong.	其中一个道路名称不正确。
Find suppliers of related products on Google	在 Google 上查找相关产品的供应商
Failed to create reminder	无法创建提醒
Find images you are free to use yourself.	查找可供您随意使用的图片。
You can skip this ad in VALUEs	您可以在 VALUE 秒后跳过此广告
Do not use personal results	不使用个性化搜索结果
Get the new Google Maps app.	下载新版 Google 地图应用。
This device doesn't have a flashlight	此设备上没有手电筒
Couldn't remove the saved image. Please check your Internet connection.	无法移除已保存的图片，请检查您的互联网连接是否正常。
Not enough data yet for Saturdays	数据不足，目前尚无法提供星期六的相关信息
One of the road names is wrong	其中一条公路名称不正确
I wasn't interested in this ad	我对这个广告不感兴趣
free to use share or modify	可随意使用、共享或修改
But don't show videos of...	但不显示包含以下关键字的视频...
Something went wrong when loading flight data. Please try refreshing your browser.	加载航班数据时出错，请尝试刷新您的浏览器。
Get Google Maps for iPhone.	下载 iPhone 版 Google 地图。
Event title isn't set	未设置活动标题
Someone similar to you liked it.	与您志趣相投的人顶了这个地方。
Report problems with transit directions	报告关于公交路线的问题
Save time. Get there faster.	可节省时间，以更快的速度到达目的地。
View your reviews in Google+ Local	查看您在“Google+ 本地”中的评论
These partners' prices are lower non-public prices for which you’re eligible:	这些是由合作伙伴提供的您有资格享受的更优惠的非公开价格：
Hold on a second! The new Google MapsBREAKis not fully supported on this browser.	请稍等！此浏览器并不完全支持BREAK新版 Google 地图。
Rotate compass counter-clockwise	逆时针旋转罗盘
information that this advertiser shared with Google	此广告主分享给 Google 的信息
Find pages in the language you select.	查找使用您所选语言的网页。
Don't show this ad again	不再显示此广告
All other comments, feedback on Google Maps	有关 Google 地图的其他所有评论和反馈
Online reservations for this restaurant aren't available on this date.	该餐厅在您指定的就餐日期不接受在线预订。
May open the site's homepage	可能会打开网站的首页
Accurate location isn't available.	无法获取准确的位置信息。
Because you're signed in	已登录用户专享折扣
You have an appetite for life–as well as the ability to swallow an entire goat.	您总是胃口倍儿棒，可以吞下一整头羊。
Learn about search by image	了解如何按图片搜索
This route has modified service.	此路线的服务已调整。
Click cell to edit value	点击单元格可修改值
No flights found on these dates.	未找到选定日期的航班。
For all other issues or comments, press continue.	对于其他所有问题或评论，请按“继续”。
Actively discussed on Google+	已在 Google+ 上积极讨论
The road should be a one way	该道路应为单行道
Email verification has successfully established authorship for this webpage.	电子邮件验证已成功确定了此网页的作者身份。
There's an image that's no longer on the web	有在网上已不复存在的图片
Message couldn't be sent	无法发送消息
The address displayed is not what I searched for	显示的地址与我的搜索查询不匹配
Be one of the first to try theBREAKnew Google Maps.	抢先试用BREAK新版 Google 地图！
rel=author markup has successfully established authorship for this webpage.	rel=author 标记已成功确定了此网页的作者身份。
Please consider adding markup to the site.	请考虑向该网站添加标记。
Discount is automatically applied at checkout	结算时会自动应用折扣
Directions suggest a turn that is not possible or resticted.	系统推荐的路线经过一个无法通过或限行的转弯。
Visit Google’s LINK_BEGINAds SettingsLINK_END to learn more or opt out.	要了解详情或停用个性化广告，请访问 Google 的LINK_BEGIN广告设置LINK_END。
It looks like you've alreadyBREAKrequested an invite.	您似乎已BREAK请求过邀请。
Limit the kind of images you find.	限制查找的图片类型。
Go to Preferences for more options.	转至“设置”可查看更多选项。
See all theaters for this movie	查看放映此电影的所有影院
See why you're shown ads from each of the advertisers below	查看系统为何向您显示来自以下广告主的广告
Use a recent location	使用最近查询的一个位置
Popular image on Google+	Google+ 上的热门图片
While the new custom map editor is in beta, there are a few limitations to be aware of:	新的自定义地图编辑器仍在测试阶段，您需要注意以下一些限制：
Publisher markup is verified for this page.	此信息页的发布商标记已通过验证。
Congratulations! You’re in.BREAKGet ready to try the new Google Maps.	恭喜！您已成功注册。BREAK准备试用新版 Google 地图吧。
We could not delete your location corrections at this time. Please try again in a few seconds.	目前我们无法删除您的位置更正信息。请过几秒钟再试。
Tap it if you know it's right.	如果您确定这条建议信息是正确的，请点按该建议。
You're The Loch Ness Monster!	您是尼斯湖水怪！
Not enough data yet for Tuesdays	数据不足，目前尚无法提供星期二的相关信息
This route has an incident or service disruption.	此路线出现问题或服务中断。
frequently mentioned on the web	网络上经常提到的
Google Wallet items only	仅限通过 Google 电子钱包出售的商品
Find images in the format you prefer.	查找采用您指定格式的图片。
Authorship markup is verified for this page.	此信息页的作者身份标记已通过验证。
Download on Google Play	从 Google Play 下载
Google will automatically upload and search using the image.	Google 会自动上传该图片，并使用该图片进行搜索。
No matching emails found in Gmail.	未在Gmail中找到相符的电子邮件。
Not enough data yet for Fridays	数据不足，目前尚无法提供星期五的相关信息
Not enough data yet for Thursdays	数据不足，目前尚无法提供星期四的相关信息
Get Google Maps for iPad.	下载 iPad 版 Google 地图。
More prices, details and reviews	更多价格、详情和评价
Sorry, the new Google Maps does notBREAKsupport the browser you are using.	抱歉，新版 Google 地图不BREAK支持您当前使用的浏览器。
Alarm time isn't set	未设置闹钟时间
Welcome to Search plus Your World	欢迎使用“搜索＋你的世界”
Google Advanced Video Search	Google 高级视频搜索
Google Advanced Image Search	Google 高级图片搜索
It's back.BREAKGoogle MapsBREAKfor iPhoneTRADEMARK	全新推出：BREAKGoogle 地图 iPhoneTRADEMARK 版BREAK
This version of Google Maps is updating soon.	我们即将升级到改进后的 Google 地图。传统版地图即将停用。
Please enter details of the closed business that we are showing.	请输入系统仍在显示的已停业的商家详情。
Limit videos to HD only.	仅限高质量视频。
Don't want to see this ad again?	不想再看到该广告？
Or please type in your comment below:	或者请在下方输入您的评论：
Specify the shape of images.	指定图片的形状。
We don't know about any upcoming departures from this station.	此站没有任何即将发车的班次信息。
Get there with Google Maps.	利用 Google 地图到达目的地。
Find images in your preferred colors.	查找带有首选颜色的图片。
Haven't searched for a place recently?	最近没有搜索过什么地点吗？
Find images in any size you need.	查找所需任意尺寸的图片。
Images from this page	该网页的其他图片
Chart of exchange rate values over time	汇率值随时间变化走势图
Don't show on this page	不在此页上显示
Find images published in a particular region.	查找在特定地区发布的图片。
Stop showing me suggestions based on my contacts	不再根据我的联系人向我显示建议
Or create with classic My Maps	或使用传统版“我的地图”创建
The logo goes flat with some typographical tweaks.	该徽标经过了扁平处理，并且在版型设计上做了细微调整。
Structured Data Markup Helper	结构化数据标记助手
I'm not interested in what is being offered.	我对此广告提供的内容不感兴趣。
Event end time isn't set	未设置活动结束时间
View Details and Buy	查看详细信息并购买
Report problems with driving directions	报告关于驾车路线的问题
At such moments I don't think about all the misery, but about the beauty that still remains.	在这样的时刻，我不会去想种种苦难，而是会想仍然存在的美好。
In order to give feedback about directions please bring up directions results on the map.	要提交关于路线的反馈，请在地图上指出相关路线搜索结果。
Google moves to google.com and shares its beta release with the world.	Google 转移到 google.com，并且面向全世界用户公开发布测试版。
This is not a verified publisher markup.	此发布商标记未通过验证。
Duplicate businesses showing up on the map	商家在地图上重复显示
Actually, this action can’t be done in this language.	抱歉，无法使用此语言完成这项操作。
Learn how to remove this software.	了解如何删除此软件。
To do this in the search box	在搜索框中执行以下操作。
The image must be in one of the following formats: .jpg, .gif, .png, .bmp, .tif, or .webp.	图片必须采用以下某种格式：.jpg、.gif、.png、.bmp、.tif 或 .webp。
Here you go, some matching pictures.	以下提供了一些匹配的图片。
Switch between labels in the local language and your language.	切换显示当地文字地名或对应的中文地名。
You're on your way to the top.	您即将成为顶级本地向导。
There's an image from social media	有来自社交媒体的图片
Sign in to remember this Shortlist	登录即可让系统记住此关注清单
Standings aren't available for this competition.	没有这项赛事的积分榜信息。
Click photo to pause tour	点击照片可暂停游览
A chart showing price change over time.	显示一段时间的价格变化情况的图表。
Find pages published in a particular region.	查找在特定地区发布的网页。
This action isn't available right now	目前无法执行此操作
We're sorry, the new Google Maps was unable to load correctly.	很抱歉，新版 Google 地图未能正确加载。
Please point out the problem on the map and leave a comment.	请在地图上指出相应问题并添加说明。
Date, usage rights, region, and more	日期、使用权限、地区等
What's the new note?	新记事的内容是什么？
Who do you want to message?	您想给谁发消息？
This page and all links leading from it are shown for free	该页面及其显示的所有链接均可免费浏览
Is this ad not interesting?	您对此广告不感兴趣吗？
Uh oh! Something went wrongBREAKwhile trying to set up the new Google Maps.	糟糕！尝试设置新版 Google 地图时BREAK出现问题。
Please enter what is wrong with the address that is displayed.	请输入显示的地址中存在的错误。
Author profile page does not have an authorship link to a Google Profile.	作者个人资料页中没有指向 Google 个人资料的作者身份链接。
Download from Google Play	从 Google Play 下载
Feedback like yours helps Google decide if this place's info will be changed	您的反馈有助于 Google 决定是否要更改此地点的信息。
Image for the news result	新闻搜索结果对应的图片
You sent this in Gmail	您已通过 Gmail 发送此结果
Event start time isn't set	未设置活动开始时间
Find the best bicycling paths in your city.	查找您所在城市内最便捷的自行车路线。
With one drink and tip	送一份饮料，需付小费
Not enough data yet for Wednesdays	数据不足，目前尚无法提供星期三的相关信息
Email verification has not established authorship for this webpage.	电子邮件验证未成功确定此网页的作者身份。
This translation isn't useful	此译文对我没有帮助
Often resolves within a few weeks	通常会在几周内好转
No manual feature reordering	无手动重新排序功能
Because you're on a mobile device	移动设备用户专享折扣
The marker is misplaced on the map	地图上的标记位置不正确
View in Google Play	在 Google Play 中查看
Click to copy link	点按即可复制链接
Wrong address, location, phone, name, website, etc.	地址、位置、电话、名称、网站等有误。
Find videos with captions.	查找带字幕的视频。
Get turn-by-turn directions with the Google Maps app.	使用 Google 地图应用的精细导航功能。
Even if people are still very young, they shouldn't be prevented from saying what they think.	稚嫩的年龄不应成为人们直抒己见的阻碍。
Skeptics say you don't exist–we know you're just legendarily camera shy!	怀疑论者说您不存在，但我们知道您只是出奇地不爱拍照而已！
Actually, this action can’t be done on this device.	抱歉，无法在此设备上完成这项操作。
Still playful, the logo gets a more sophisticated look based on the Catull typeface.	这个徽标在设计上仍然俏皮，不过因为采用了 Catull 字体而更显精致。
Take MapsGL, our experimental maps technology, for a spin	利用我们的实验性地图技术 MapsGL 领略全球风景
YOU_STARTYouYOU_END sent this in Gmail	YOU_START您YOU_END已通过 Gmail 发送了此结果
Show this screen to redeem your offer.	请向收银员出示此优惠内容屏幕，以便兑换优惠。
Thanks for contributing. Your photo will be public as soon as it has been reviewed.	感谢您提供照片。您的照片会在通过审核后公开发布。
You're seeing a basic version of this page because your connection is slow.	由于您的网速较慢，因此目前显示的是此网页的基本版。
free to use or share	可随意使用或共享
Not enough data yet for Sundays	数据不足，目前尚无法提供星期日的相关信息
Tell us more about the issue:	请告诉我们此问题的详情：
Movies playing in matching theaters tomorrow.	符合搜索条件的影院明天放映的影片。
Add a new place on the map	在地图上添加新地点
You're a top Local Guide!	您已经成为顶级本地向导！
Well played, you're on a whole new level!	表现不错，您达到了全新的高度！
Google Maps for iPhone.	iPhone 版 Google 地图。
Join Google+ for full scores and summary	加入 Google+ 即可查看全部评分和摘要
Please include specific information such as which name is incorrect and what the correct name should be.	请提供具体的信息，例如哪个名称不正确，正确的名称应该是什么。
Please enter details of the business that you were expecting to see.	请输入您希望看到的商家详情。
For your security, sign in again to get your phone's location	为了安全起见，请再次登录以获取您手机的位置信息
Add a missing place, road, address	添加缺少的商家名称、道路、地址
This route has significant delays.	此路线存在大幅延误。
always filter explicit results	始终过滤露骨的色情内容
Offer from Google Ad	由 Google 广告提供的优惠
No flights on these dates.	您所选的日期无航班。
any of these words:	包含以下任意字词：
We're upgrading classic My Maps to Google Maps Engine soon	我们很快就要将 传统版“我的地图”升级为 Google Maps Engine
Why did I get this ad?	为什么会显示此广告？
We're upgrading classic My Maps to BOLD_TAG_BEGINGoogle Maps EngineBOLD_TAG_END soon	我们很快就要将 传统版“我的地图”升级为 BOLD_TAG_BEGINGoogle Maps EngineBOLD_TAG_END
We've upgraded classic My Maps to BOLD_TAG_BEGINGoogle Maps EngineBOLD_TAG_END	我们已将 传统版“我的地图”升级为 BOLD_TAG_BEGINGoogle Maps EngineBOLD_TAG_END
Full Lyrics on Google Play	在 Google Play 上查看完整歌词
Ready to send your location?	可以发送您的位置信息了吗？
Help people find it on Google Maps	帮助其他人通过 Google 地图找到这个地点
Allow Google Search to send my precise current location from this device.	允许 Google 搜索从此设备获取我当前的确切位置信息。
Do more with Google My Business	发掘“Google 我的商家”的更多功能
Remind you about new episodes?	有新剧集时提醒您？
Unable to connect to Google Now	无法连接到Google即时
Know the phone number for this place?	您知道这个地方的电话号码吗？
Know the website for this place?	您知道这个地方的网站吗？
Learn more about the Knowledge Graph.	详细了解知识图谱。
Full lyrics on Google Play	在 Google Play 上查看完整歌词
Achievement unlocked! You earned the badge!	成功解锁！您赢得了徽章！
Success! Your edit is live.	成功！您的修改内容已发布。
Swoop' quickly into Street View, without a plugin	快速切换到“街景”，无需使用任何插件
Unable to load content	无法加载内容
Know what features this place has?	您知道这个地方有哪些特色吗？
Set this address as home?	要将这个地址设为住址吗？
Know which is right?	哪一项信息是正确的？
Street View - inappropriate content, errors etc.	街景 - 不当内容、错误等
Google Maps has found places with similar names nearby.	Google 地图发现附近已有地方采用了类似的名称。
Set this address as work?	要将这个地址设为单位地址吗？
Browse the Anne Frank online exhibit.	浏览安妮·弗兰克在线展览。
This place is not on Google Maps!	Google 地图尚未收录这个地点！
Compare with a stock or index	与另一支股票或指数对比
You will be reminded on Google Now	系统将通过Google即时提醒您
Know the opening hours of this place?	您知道这个地方的营业时间吗？
Learn more about Anne Frank	详细了解安妮·弗兰克
Problems with Street View	关于街景的问题
Nice work. Guide on, Local.	非常棒！继续努力，本地向导。
Yes. Allow Google Search to send my precise current location from this device.	是。允许 Google 搜索从此设备获取我当前的确切位置信息。
What image should go here?	此处应该显示什么图片？
Select all that apply	选择所有适用选项
What image should appear here?	此处应该显示什么图片？
Family images and diary entries courtesy of Anne Frank Fonds - Basel.	家庭照片和日记中的经典名句由巴塞尔的安妮·弗兰克基金会提供。
To add a photo, take a moment to update your Google Maps app to the latest version.	要添加照片，请先花点时间将您的 Google 地图应用更新为最新版本。
You reached triple digits!	您的积分达到三位数了！
The following structured data can be used to filter search results in Custom Search.	以下结构化数据可用于过滤自定义搜索中的搜索结果。
Know the location of this place?	您知道这个地方的位置吗？
Full lyrics on Google Play Music	在 Google Play 音乐上查看完整歌词
Get on Google Play	前往 Google Play 查看
Save to My Maps	保存到“我的地图”
Thanks for visiting this ad page!	感谢访问该广告页面！
Add to Google Maps	添加到 Google 地图
You should teach lessons on this.	好好教教大家吧！
Making your mark on the map!	在地图上留下您的印记！
Why did I see this ad?	为什么我会看到此广告？
Ad covers the page	广告覆盖了页面
Results for similar searches	类似搜索查询的结果
Humidity, wind, and more details	湿度、风况及更多详情
Guests liked the large bathrooms, though some said they could be improved	客人对宽敞的浴室表示满意，不过有些人觉得还有待改善
Kitchen in all rooms	所有客房均设有厨房
Add the first food or menu photo to help people discover this place.	添加第一张食物或菜单照片，以帮助他人发现这个地点。
More on the issues	更多与这些议题相关的言论
Make sure there is only one image at this link.	请确保此链接只指向一张图片。
Be a hero, explore the world	做个勇者，探索世界
Learn more about profiles in search.	详细了解个人资料在搜索中的应用。
Whether mating for life or rebounding from extinction, you're a real team player.	无论是在繁衍后代还是逃生方面，您都堪称是团队合作的好手。
More about this medication	有关此药物的详情
Unable to save your answer. Please try again later.	无法保存您的答案，请稍后重试。
Guests liked the clean bathrooms, though some said they could be improved	客人对干净的浴室表示满意，不过有些人觉得还有待改善
Only places with saved edits can be approved	只有所做修改得以保存的地方才会获得批准
Select a state to find out how to register	选择州以了解如何注册
Your edit is being reviewed.	您的修改内容正在接受审核。
Add the first food or menu photo to help people discover this place	添加第一张食物或菜单照片，帮助其他人发现这个地方
Register in person by	现场注册截止时间
Google is compensated by these merchants.	这些商家会向Google支付费用。
Price and availability subject to change. Additional fees may apply.	价格和库存状况可能会随时发生变化。您可能需要支付额外的费用。
Help people discover this place. Add a food or menu photo.	帮助他人发现这个地点。请添加食物或菜单照片。
Watch the animation and learn more.	观看动画并了解更多信息。
Find pages in the format you prefer.	查找采用您指定格式的网页。
Match abandoned without a ball bowled	投球前弃赛
Special offer will automatically be applied when you checkout on Google.	当您通过 Google 结帐时，系统会自动应用特别优惠。
free to use, share or modify, even commercially	可随意使用、共享或修改，可用于商业目的
Remind me about new episodes	有新剧集时提醒我
The zip code shown is wrong	显示的邮编不正确
A Curious blend of sulphur and rust with a sparkling whiff of carbon dioxide.	硫磺和铁锈混杂在一块的奇怪味道，还夹杂着些许二氧化碳的气味
No phone app installed	未安装电话应用
what is running in cinemas	影院正在上映的电影
The ad blocked my view of the page	广告妨碍我浏览页面
Only when my computer is fast enough.	只有当我的计算机运行速度足够快时。
Page does not contain authorship markup.	页面不包含作者身份标记。
Images and videos may be subject to copyright.	图片和视频可能受版权保护。
Email me when the problem is resolved.	问题解决后，请发送电子邮件通知我。
Help people discover this place. Add a food photo.	帮助他人发现这个地点。请添加食物照片。
Top rated on Google	Google 上最受好评的商品
No tables are available at this time.	目前没有空桌。
Add the first food photo to help people discover this place	添加第一张食物照片，帮助其他人发现这个地方
Moved, closed, or was never here	已搬迁、停业或从未在此处营业
The lineups will be posted before the match	阵容将于比赛前公布
Clear your filters or try different dates	请清除您的过滤条件或尝试其他日期
I liked this ad	我喜欢这个广告
Can increase the risk of cancer, heart and liver disease, and high blood pressure.	可能会增加患癌症、心脏病、肝病和高血压的风险。
Get the Shortlist button	获取“关注清单”按钮
Add places that physically exist, such as a monument or pizza shop.	添加实际存在的地方，例如纪念碑或比萨店。
Thank you for completing your profile.	感谢您完成个人资料的填写。
There was an error. Please try again.	发生错误，请稍后重试。
This place has closed or relocated.	该商家已停业或搬迁。
This route has reduced service.	此线路的班次减少了。
Discount is automatically applied at checkout.	结算时会自动应用折扣。
Add it so everyone can get there.	添加此地点，以便所有人都能到访此地。
Order now, pick up tomorrow	现在订购，明日即可取货
This content is a part of a sponsored partnership.	这是赞助合作伙伴提供的内容。
Something went wrong. We were not able to submit the request.	出了点问题。我们无法提交该请求。
Click to open calendar	点击即可打开日历
Kitchens in some rooms	部分客房内设有厨房
Prices are nightly rates	此价格为每晚价格。
Disruptions at Brussels Airport	布鲁塞尔机场暂时关闭
Suggest how to describe its features and atmosphere	对如何描述这个地方的特色和环境提供建议
Callback is not supported for this phone number.	此电话号码不支持回拨功能。
Find pages at one reading level or just view the level info.	查找适于某个阅读水平的网页或仅查看阅读水平信息。
Hours subject to change during holidays	节假日期间的营业时间可能会有变动
Histogram showing hourly busyness	显示繁忙时段的直方图
format changes may apply	格式可能已更改
Precipitation is unlikely today	今日降水概率不大
Voting online is not available in any state	所有州都不支持网上投票
Get a lower price plus free Wi-Fi with loyalty sign-up	注册会员即可享受优惠价格和免费 Wi-Fi
Easily accessible by car; parking available	驾车可轻松抵达；设有停车场
No video call app installed	未安装任何视频通话应用
The check-in date must be today or later	入住日期必须为今天或更晚的日期
More about this place	此地点的更多详情
free to use or share, even commercially	可随意使用或共享，可用于商业目的
Add the first food photo to help people discover this place.	添加第一张食物照片，以帮助他人发现这个地点。
Easily accessible by car	驾车可轻松抵达
No browser app installed	未安装任何浏览器应用
Holiday might affect these hours	节假日的营业时间可能不同
The party size you entered is below the minimum for this restaurant.	您输入的就餐人数未达到该餐厅的最低人数要求。
Help others find this place by adding it to the map	在地图上添加这个地点，以帮助其他人找到
The address I entered changed to an incorrect address	我输入的地址变成了不正确的地址
View more sellers and prices	查看更多卖家和价格
The ad was inappropriate	广告内容不当
Format changes may apply.	格式可能已更改。
No known interactions with light drinking	尚不明确少量饮酒是否会与药物发生作用
We were not able to submit the request.	我们无法提交该请求。
Registration must be received by	注册表收件截止时间
Author is not verified via email address on this domain.	作者未通过该域的电子邮件地址进行验证。
TAP AND HOLD TO COPY, ENTER AT CHECKOUT	点按并按住即可复制代码，然后在结帐时输入该代码
Here are the top world cup players.	以下是世界杯最佳球员榜。
Invalid Google+ profile, fullname not found.	Google+ 个人资料无效，未找到全名。
Often resolves within a few months	通常会在几个月内好转
Page does not contain publisher markup.	页面不包含发布商标记。
Join Santa in the Ultimate World Tour	跟随圣诞老人一起体验终极环球旅行
Author name found on the page and Google+ profile name do not match.	在此页找到的作者姓名和 Google+ 个人资料中的姓名不一致。
View all sellers and prices	查看所有卖家和价格
Move to another Shortlist	移至其他关注清单
When you search by voice, should we speak the answers aloud?	当您使用语音搜索时，是否需要我们说出搜索结果？
Learn more about how authors appear in search	详细了解作者如何在搜索中出现
Use new precise locations from my device.	使用我的设备提供的新确切位置。
Allow ads on Google	允许在 Google 上出现广告
There was an error updating this Shortlist.	更新此关注清单时出错。
Baked tarmac and lost luggage	太阳烘烤着的柏油路面以及旅客遗失的行李
The lineup will be posted before the match	阵容将于比赛前公布
Sugar and pancakes on a Saturday morning in Vermont or Canada	佛蒙特州或加拿大的周六早晨飘着糖和薄煎饼的香味
No. Do not use new precise locations from my device.	否。不使用我的设备提供的新确切位置。
Author profile page has authorship links to more than one Google Profile.	作者个人资料页中包含指向多个 Google 个人资料的作者身份链接。
Open in the Google Maps app	在 Google 地图应用中打开
Google Search can use your precise current location to offer better results.	若能提供您当前的确切位置信息，Google 搜索可提供更好的结果。
Yes. Use new precise locations from my device.	是。使用我的设备提供的新确切位置。
Authorship verification by email	通过电子邮件验证作者身份
Mutual fund data delayed	共同基金数据延迟
YOU_STARTYouYOU_END privately connected this to your Google Account.	YOU_START您YOU_END已非公开地将此结果关联到自己的 Google 帐户。
View email for this event	查看有关此活动的电子邮件
Citrus and a bright summer morning	柑橘和阳光明媚的夏日早晨
Introducing Search plus Your World	推出“搜索＋你的世界”
Unable to send message	无法发送邮件
Manage what you see in Search plus Your World	控制在“搜索＋你的世界”中看到的内容
This is a limited preview.	甚至你的整个世界。
Best Trendy Restaurants in Orlando	奥兰多最时尚的餐馆
Best Romantic Restaurants in Orlando	奥兰多最浪漫的餐馆
Best Meet for a Drink Restaurants in Las Vegas	拉斯维加斯最适合朋友小酌的餐馆
Best Italian Restaurants in Orlando	奥兰多最佳意大利菜餐馆
Romance Best Bets Westchester-Hudson Valley	韦斯特切斯特-哈德逊谷最浪漫的餐馆
Back to web results	返回网页结果
Flakey croissants dipped in brewing espresso	煮咖啡的浓香中透出奇怪的羊角面包味
Best Business Dining Restaurants in Orlando	奥兰多最佳商务宴请餐馆
Best Seafood Restaurants in Virginia	弗吉尼亚州最佳海鲜餐馆
Best Hotel Restaurants in Orlando	奥兰多最佳酒店餐馆
Best Outdoor Restaurants in Orlando	奥兰多最佳露天餐馆
No matching car rental reservations found in Gmail.	未在 Gmail 中找到相符的租车预订信息。
Best Trendy Restaurants in San Diego	圣地亚哥最时尚的餐馆
Most Popular Restaurants in Berkshires	伯克希尔最受欢迎的餐馆
Best Expense Account Restaurants in San Diego	圣地亚哥最适合公款报销的餐馆
Most Popular Restaurants in Indianapolis	印第安纳波利斯最受欢迎的餐馆
Leather seats, masked by body odor and cigarette smoke from the prior passenger	皮座椅的味道中混合着上一个乘客残留的体味和烟味
Best Hotel Restaurants in Las Vegas	拉斯维加斯最佳酒店餐馆
Precipitation is unlikely tonight	今日夜间降水概率不大
Best Outdoor Restaurants in Berkshires	伯克希尔最佳露天餐馆
Welcome to the new way to navigate Google. Roll over the logo to have a look.	欢迎使用新方法在 Google 中导航。悬停在徽标上可进行查看。
Best Hot Dog Restaurants in San Francisco Bay Area	墨西哥湾区最佳热狗餐馆
Best Child Friendly Restaurants in Connecticut	康涅狄格州最适合儿童用餐的餐馆
Best Dining Alone Restaurants in Orlando	奥兰多最适合独自用餐的餐馆
Best Indian Restaurants in Berkshires	伯克希尔最佳印度菜餐馆
Best Japanese Restaurants in Orlando	奥兰多最佳日本菜餐馆
Street View in Antarctica	南极洲的街景
Best Mexican Restaurants in Orlando	奥兰多最佳墨西哥菜餐馆
Best Pizza Restaurants in Florida	佛罗里达州最佳披萨店
Rooms Tops Baltimore-Annapolis	巴尔的摩-安纳波利斯拥有最好包间的餐馆
Best Dessert Restaurants in San Francisco Bay Area	旧金山湾区最佳甜品餐馆
Best Pizza Restaurants in Baltimore-Annapolis	巴尔的摩-安纳波利斯最佳披萨店
Best Pub Dining Restaurants in Baltimore-Annapolis	巴尔的摩-安纳波利斯最佳酒吧餐馆
Best Seafood Restaurants in Orlando	奥兰多最佳海鲜餐馆
Best Child Friendly Restaurants in San Diego	圣地亚哥最适合儿童用餐的餐馆
Best Child Friendly Restaurants in Florida	佛罗里达州最适合儿童用餐的餐馆
Best Child Friendly Restaurants in Orlando	奥兰多最适合儿童用餐的餐馆
Help others navigate to this place on Google	帮助其他人通过 Google 导航前往这个地点
Best Steakhouse Restaurants in Orlando	奥兰多最佳牛扒餐馆
Welcome to Local Guides	欢迎加入“本地向导”计划
Learn more about Breakout!	了解有关 Breakout 的详情！
View email for this reservation	查看有关此预订的电子邮件
Tap the doodle to play	点按 Doodle 即可开始玩游戏
Andrejs Jurjans’s 160th Birthday	安德斯·尤雁斯诞辰 160 周年
Is it OK to only order coffee here?	这里可以只点咖啡吗？
Is hard liquor served here?	这里提供烈酒吗？
Who can vote by mail	谁可以通过邮寄投票
Who can vote early	谁可以提早投票
Absentee ballot must be received by	缺席选票收件截止时间
Frank Hornby's 150th Birthday	弗兰克·霍恩比诞辰150周年
Kristian Birkeland's 146th Birthday	克里斯蒂安·伯克兰诞辰146周年
Mundaneum co-founder Paul Otlet's 147th Birthday	Mundaneum 联合创始人保罗·欧特雷诞辰 147 周年
Diana Wynne Jones' 80th Birthday	戴安娜·韦恩·琼斯诞辰80周年
Will Eisner's 94th Birthday	威尔·艾斯纳诞辰94周年
295th anniversary of Robinson Crusoe's first publication	《鲁宾逊漂流记》首次发行295周年纪念日
11th anniversary of Kimani Maruge's first day of school	基马尼·马鲁格第 1 天上学 11 周年
Nelson Mandela's 96th Birthday	纳尔逊·曼德拉诞辰96周年
Martha Graham's 117th Birthday	玛莎·葛兰姆诞辰117周年
Fouad el-Mohandes’s 91st Birthday	Fouad el-Mohandes 诞辰 91 周年
Albert Einstein's 124th Birthday	阿尔伯特·爱因斯坦诞辰124周年
Anton Chekhov's 150th Birthday	安东·契诃夫诞辰150周年
Sir Isaac Newton's 367th Birthday	艾萨克·牛顿爵士诞辰367周年
Dianna Wynne Jones' 80th Birthday	戴安娜·韦恩·琼斯诞辰80周年
Jane Addams' 153rd Birthday	简·亚当斯诞辰153周年
Althea Gibson's 87th Birthday	爱尔西亚·吉布森诞辰87周年
Maria Zankovetska's 160th Birthday	玛丽亚·扎尼科韦齐卡诞辰160周年
